,,,,,,,0.6841641148,,,,
,売上,10450000,進捗率,目標,▲支出,3179113,,3メディア売上,①Tik+Insta+Yts,②RC経由,請求（①-②）
,TikTok売上,10170000,0.6658324447,15274113,▲投稿制作費（外注費、コスメ代）,868970,,モテコスメちゃん,700000,0,700000
,モテコスメちゃん,700000,0.2724290867,2569476.0,▲販管費,2310143.0,,ビビちゃん,400000,0,400000
,ビビちゃん,400000,0.1424461856,2808078.0,,,,美容探偵,1500000,0,1500000
,美容探偵,1500000,0.8668055096,1730492.0,粗利,,,合計,2600000,0,2600000
,突撃ちゃん,750000,0.6972722709,1075620.0,9581030,,,,,,
,肌コミちゃん,1070000,0.8374816067,1277640.0,営業利益,,,制作原価,868970,3メディア分,289656.6667
,コスメ怪獣ちゃん,700000,0.6026092983,1161615.0,7270887,,,,,,
,韓国オンニ,1150000,1.113227857,1033032.0,,,,,,,
,成分オタクちゃん,2200000,0.8482745325,2593500.0,,,,売上報告,False,担当：吉谷,
,コスメ女子会ズ,1700000,1.659086917,1024660,,,,制作原価請求,False,担当：吉谷,
,Instagram売上,160000,,,,,,,,,
,YouTube売上,0,,,,,,,,,
,動画納品,120000.0,,,,,,,,,
,,,,,,,,,,,
Month,アカウント名,案件名,取引先,発行月支払月,摘要,単価,ステータス,備考,受注,,
2501.0,モテコスメちゃん,ウォンジョンヨ,ミツバチ,1月発生2月払い,投稿制作費,450000.0,請求書送付済,年始CP,NADESIKO,True,
2501.0,モテコスメちゃん,SHEGLAM X ハリー・ポッター 2.0,TRUXiA,1月発生2月払い,投稿制作費,250000.0,請求書送付済,,NADESIKO,True,
2501.0,モテコスメちゃん,,,,,,,,,False,
2501.0,モテコスメちゃん,,,,,,,,,False,
2501.0,モテコスメちゃん,,,,,,,,,False,
2501.0,モテコスメちゃん,,,,,,,,,False,
2501.0,アカウント名,案件名,取引先,発行月支払月,摘要,単価,ステータス,備考,受注,,
2501.0,ビビちゃん,ウォンジョンヨ,ミツバチ,1月発生2月払い,投稿制作費,400000.0,請求書送付済,年始CP,NADESIKO,True,
2501.0,ビビちゃん,,,,,,,,,False,
2501.0,ビビちゃん,,,,,,,,,False,
2501.0,ビビちゃん,,,,,,,,,False,
2501.0,ビビちゃん,,,,,,,,,False,
2501.0,ビビちゃん,,,,,,,,,False,
2501.0,ビビちゃん,,,,,,,,,False,
2501.0,ビビちゃん,,,,,,,,,False,
2501.0,ビビちゃん,,,,,,,,,False,
2501.0,ビビちゃん,,,,,,,,,False,
